Location,Year,Month,Temperature,Humidity,Population,GDP,Energy Source,Industry Type,Energy Consumption
City E,2017,12,3.62261582351986,35.51211320725153,892150,54073.23972230995,Renewable,Industrial,9278.910097791311
City E,2015,7,27.469317601368815,47.52867738583751,714827,43325.68708286684,Renewable,Residential,8992.440505081086
City C,2020,6,25.308047769649463,35.0592524447642,935775,56717.352352345,Non-renewable,Commercial,10559.75558912065
City D,2016,5,-9.02166364734963,92.51720517212321,976435,59181.75623858512,Non-renewable,Industrial,9477.281727739688
City B,2017,2,0.7754666338475875,37.35124375979773,778868,47207.21411874248,Non-renewable,Residential,8566.365162558179
City D,2015,8,14.43240826089766,64.57469714643969,331600,20098.286489848095,Renewable,Residential,4204.963385317613
City E,2023,7,22.292781650866665,26.836309611958164,830006,50306.689916444084,Non-renewable,Industrial,9891.287370444357
City B,2022,6,29.623873654377313,32.3969477219095,842553,51067.1639833564,Renewable,Residential,9034.375669577033
City D,2016,5,18.84690432205524,39.793210797696396,512891,31086.339734815076,Renewable,Industrial,5610.383278094181
City C,2022,5,7.11548770622926,98.63147211875089,294823,17869.231356442957,Renewable,Industrial,4333.379694338395
City D,2023,9,-1.6917756968208089,83.76510056031296,343938,20846.093060148898,Renewable,Industrial,4680.132440745687
City E,2015,1,24.20161349580942,73.88440470156553,6759,409.66320381448514,Non-renewable,Industrial,4047.4208997299343
City B,2019,9,-0.6948298304145943,93.30095870798415,499645,30283.499255790564,Renewable,Residential,7034.474587240165
City B,2022,6,21.294373466071242,96.49669274940918,585006,35457.23216610397,Renewable,Industrial,6607.090119307275
City B,2016,4,-1.8454772182956667,56.285833142299936,164700,9982.472210126602,Renewable,Industrial,1838.6748444200928
City C,2018,10,-5.9025767360741,46.21515595541024,690035,41823.04317859569,Non-renewable,Industrial,6373.984193389538
City B,2021,7,1.2995100667940527,45.22522614834194,941169,57044.28286297902,Non-renewable,Residential,8220.852667950885
City D,2017,9,2.8218412486301414,22.858328166515882,67268,4077.1156079586904,Non-renewable,Commercial,944.1801530569734
City A,2019,5,19.12441105227095,42.37104749810703,525934,31876.876377417877,Renewable,Industrial,3567.558111111285
City A,2022,5,-2.7602484516073487,48.40367737549951,108533,6578.188563337404,Non-renewable,Commercial,3286.1145072999084
City C,2017,8,31.863811084409967,22.951907155898688,409442,24816.292572305138,Non-renewable,Commercial,3750.59214506415
City D,2018,7,14.946275885402304,90.60838524951167,970486,58821.187160394205,Renewable,Industrial,11665.05246597463
City C,2023,8,12.091927886740947,87.82853886397949,153579,9308.42804832443,Renewable,Commercial,1993.5263791410357
City A,2021,11,9.561253143876545,40.12007359475223,600655,36405.71855114508,Non-renewable,Commercial,6921.180778812009
City B,2015,12,15.497060612758595,84.20471202476683,923738,55987.78940156604,Non-renewable,Industrial,8607.747555189686
City A,2018,10,-8.989886477719796,83.69695032653715,192100,11643.187076899334,Renewable,Residential,2854.5588190550134
City A,2018,2,34.55388685605871,46.801020778804045,897306,54385.74504541506,Non-renewable,Commercial,9751.38869180019
City A,2023,9,15.088596928741968,75.76544309048754,142028,8608.321572919618,Renewable,Industrial,3925.096821289242
City C,2020,3,-8.416224903692,43.18862704241076,185898,11267.28366070501,Renewable,Industrial,741.3035328128317
City E,2023,6,16.54899221148199,25.622098871015993,518417,31421.27076962479,Renewable,Commercial,4201.431928024056
City C,2020,6,9.668544123035545,60.38382671431829,679049,41157.181371064115,Renewable,Commercial,6215.766875272009
City E,2020,2,-8.918303650011602,55.06616327032474,465020,28184.876910461884,Non-renewable,Commercial,2844.4446576952773
City C,2019,12,31.599293847086287,31.052233161550316,550769,33382.12651304929,Renewable,Industrial,5179.748820998393
City A,2019,7,-9.5244907566784,59.244266959206755,352285,21352.00499419824,Renewable,Industrial,2801.3198581851098
City B,2016,9,16.00422545950196,95.95005966055331,484855,29387.076887923096,Non-renewable,Residential,5495.032075224312
City D,2022,12,33.28058364318008,78.51145177513041,402410,24390.08282985456,Non-renewable,Residential,4826.202000470107
City E,2022,10,0.6922023642361701,79.10978479566353,231406,14025.524980306962,Non-renewable,Industrial,1250.8292119512917
City C,2015,11,1.4380583409618488,80.60406360658322,950874,57632.50321998739,Renewable,Residential,11197.983968778923
City B,2022,1,-9.980959214793144,79.57070458148365,492406,29844.74323679174,Renewable,Commercial,5843.881991408038
City D,2019,8,-7.014197260540859,21.592114832048537,277395,16812.919725124888,Renewable,Residential,3767.596284353657
City B,2016,2,-7.980021479031034,93.97527485551453,68356,4143.059322376527,Non-renewable,Residential,2284.078240448863
City E,2016,1,27.019532765979143,86.41102115510186,874601,53009.59427716416,Non-renewable,Industrial,8544.730768382338
City E,2020,8,27.653190647521356,41.96635259464021,271173,16435.80410829788,Renewable,Industrial,2650.1257325549523
City D,2023,2,22.70150378830352,64.21948038693043,597684,36225.64614716034,Renewable,Commercial,6961.797736225323
City D,2015,6,5.873525563269146,69.20047439625337,74049,4488.112232469124,Renewable,Residential,2455.92719081806
City E,2020,6,26.956450244997903,30.555602329299603,696347,42205.61369826976,Non-renewable,Industrial,7759.691922504435
City E,2023,5,14.289853410929688,40.317070148570195,46138,2796.4256395313973,Non-renewable,Industrial,820.0492577035832
City A,2022,8,3.693962441596547,21.860034822732164,252959,15331.852992115453,Renewable,Industrial,2040.160185064983
City D,2020,3,9.677454610147567,89.11613760434123,337610,20462.552779968682,Non-renewable,Commercial,2641.284566669345
City D,2017,10,-7.0404503574440955,21.992405579696033,927181,56196.46974048205,Non-renewable,Commercial,10543.04559876047
City E,2022,4,32.520890903746114,45.495667028869356,796904,48300.37664929405,Non-renewable,Residential,8219.311798446231
City C,2023,7,17.860238780832805,26.259719435697846,437692,26528.525965966805,Non-renewable,Commercial,4791.148063602608
City A,2015,7,22.905536521875774,82.51247409368418,225833,13687.745274010449,Renewable,Residential,4636.134760693249
City C,2023,12,20.446251668894448,93.99862184569503,674088,40856.49500412763,Renewable,Residential,7121.748506525746
City E,2020,8,20.04874930344413,65.02524958542338,422430,25603.495663168065,Non-renewable,Residential,4873.641656909201
City A,2020,2,-9.223255652624196,31.165345384665734,707009,42851.83785555191,Non-renewable,Industrial,6735.69632421564
City A,2018,11,13.641707590318099,64.65286866288812,214091,12976.062282563536,Renewable,Industrial,1340.4420931449565
City E,2015,12,26.976960288149037,81.62729915621429,40297,2442.4024447569623,Non-renewable,Industrial,1445.6615099240112
City B,2022,2,-7.996651686478002,77.47329641810404,752727,45622.807281797,Non-renewable,Commercial,5948.232663231927
City B,2016,4,33.027455774972175,79.3375204693244,472879,28661.211149073817,Renewable,Industrial,6961.418910513613
City D,2015,10,9.087185735269511,42.333907404278214,979126,59344.857833712325,Non-renewable,Residential,8123.654844822131
City E,2016,9,3.0452971423117052,25.89900180673938,919730,55744.86439477681,Renewable,Commercial,9166.899366212843
City E,2015,10,13.931961273887428,31.917091083876016,620356,37599.796784367325,Non-renewable,Commercial,6043.2120186387765
City C,2015,12,26.05463845293663,96.44051880631525,335153,20313.633932243843,Non-renewable,Industrial,5262.331289404204
City E,2023,9,11.36397777958869,69.08111896767849,104389,6327.020592245937,Non-renewable,Industrial,823.4126282419147
City B,2015,4,19.029755446387632,78.23196846911404,372810,22596.025893486938,Non-renewable,Industrial,2771.8770150896084
City E,2018,9,12.496147454008696,91.92516734244847,402878,24418.44832465929,Non-renewable,Industrial,3356.042501005384
City C,2020,3,18.407251548852162,88.22036532410335,893170,54135.06195457667,Non-renewable,Commercial,7527.647394229854
City D,2021,12,-3.7886088161513545,37.472147977529524,176568,10701.792065559404,Non-renewable,Commercial,2835.220623570476
City A,2016,5,-8.260147621985503,24.644803568700297,400881,24297.410091486112,Non-renewable,Residential,5945.017792794585
City D,2020,10,-3.839436743617327,94.01025606907669,81720,4953.051785133855,Renewable,Commercial,2501.337806107742
City C,2021,9,2.862716509876794,98.53346341102056,968446,58697.542695860764,Renewable,Commercial,10342.21242549254
City E,2016,6,1.4010228101648075,65.38753548111802,524072,31764.020498515292,Renewable,Industrial,5985.402584235483
City B,2016,3,17.68289073472911,91.07215318702237,930979,56426.66664062814,Renewable,Residential,9684.678353327443
City E,2021,10,10.515024086040842,38.54528397718027,755648,45799.849184200044,Non-renewable,Commercial,7380.354331705444
City A,2015,9,-8.253460853791884,28.883096367188106,265776,16108.69176756896,Renewable,Industrial,3267.721730373944
City B,2022,6,-8.431034215733849,59.98535499267312,828671,50225.77552421264,Renewable,Industrial,7262.075759819235
City D,2017,4,-5.923539904570041,84.89467355870288,421119,25524.03591169584,Non-renewable,Residential,5180.513061709961
City C,2020,4,5.88865208303897,72.37228985922658,983638,59618.330296445114,Non-renewable,Commercial,10305.65660741874
City D,2023,8,-9.721767206632174,70.98561345150122,245387,14872.913832582493,Non-renewable,Commercial,3422.9755372061963
City A,2020,7,12.229426944356316,21.396712658013293,677531,41065.17534304364,Non-renewable,Commercial,7591.5900176295145
City A,2023,1,6.2301348939186205,45.3994313892073,804092,48736.041556679535,Non-renewable,Commercial,7190.583536645321
City E,2021,6,14.994858609837184,95.15966292179851,63200,3830.5539992714102,Renewable,Residential,2052.9543243426856
City E,2023,8,22.437135263726034,30.741883161353876,440874,26721.387086626324,Non-renewable,Industrial,6375.711742345475
City E,2016,3,1.2937766965934472,78.10927561497235,134267,8137.927117407823,Non-renewable,Industrial,2560.5473510230313
City A,2022,9,-2.9312358566990637,80.74489230464357,28289,1714.5971848953943,Non-renewable,Residential,-226.41468081054165
City B,2022,10,2.5124100183524387,78.6266594553831,144060,8731.481157199989,Renewable,Commercial,2773.3862840390357
City D,2016,2,-9.920656812164253,99.14279152801411,307118,18614.431695383497,Non-renewable,Industrial,3964.1107628371346
City D,2018,6,-4.599417001339868,52.73665690815398,954556,57855.66935646393,Non-renewable,Commercial,7968.815392558634
City C,2021,12,23.78736636588505,74.57547137672154,629725,38167.65217074666,Renewable,Industrial,6741.845731270406
City C,2018,1,0.026307908012832115,35.49240907070419,50154,3039.8355265737073,Renewable,Commercial,1529.035814856626
City B,2018,12,34.74348352118174,51.976793269687036,793853,48115.45544277859,Non-renewable,Residential,8542.758771166938
City E,2020,11,-2.447581538583588,59.324848194650116,65149,3948.6829509261565,Renewable,Commercial,1483.8427992315533
City E,2020,2,25.4947272004472,37.18620328800205,248182,15042.318870999638,Renewable,Commercial,2381.4513701443448
City B,2017,5,21.727001232149053,92.54485938870877,336611,20402.003358366277,Non-renewable,Residential,4381.989125559173
City D,2023,1,4.495946426733845,77.295826437389,207633,12584.642698270898,Renewable,Residential,3782.8401928669946
City E,2016,8,4.883261460468436,42.700621447399584,256087,15521.441171066734,Renewable,Commercial,3356.9396485167927
City D,2020,1,15.359821143519707,30.79651514380754,701944,42544.84804532549,Non-renewable,Commercial,7644.285561900945
City A,2021,9,28.35683438671513,43.02938627380062,918490,55669.70795555059,Renewable,Commercial,9854.655202145344
City C,2023,10,7.3784124853759,69.83883057944675,555464,33666.69061157112,Renewable,Industrial,5946.817164320118
City E,2017,11,-7.246905358671706,86.11269106482285,914312,55416.47924338357,Non-renewable,Commercial,8838.68644155041
City C,2017,3,6.8488629606033555,60.25346056441283,576828,34961.56332740078,Non-renewable,Industrial,5861.2874226200065
City B,2021,12,-0.670929704076638,28.199573880361122,967809,58658.93410570988,Renewable,Industrial,10066.193430555482
City A,2018,2,32.26431576792579,39.94518931288722,959777,58172.11433162526,Renewable,Industrial,8208.01138696576
City E,2022,1,21.377345586917638,47.61151355116419,749161,45406.671908990014,Renewable,Residential,9274.951756370432
City E,2021,9,-7.712530110399311,70.89090029688214,964873,58480.98305283233,Renewable,Residential,9476.399625609689
City D,2019,4,3.184484176817289,39.73147002893402,574115,34797.128311577624,Renewable,Industrial,4828.12623749958
City C,2021,12,-7.740281578563688,38.71427141231135,477147,28919.894764087905,Non-renewable,Industrial,6926.466767824586
City A,2017,1,27.350750166865367,42.89614948969554,886129,53708.306721841385,Renewable,Industrial,9604.702993649384
City D,2016,1,30.783338085822237,67.40232355628392,396406,24026.180199923776,Renewable,Residential,5719.467311582114
City A,2020,7,-4.947417737241653,59.41042271537337,48930,2965.6488478536407,Non-renewable,Residential,74.71751289691383
City A,2016,2,9.813052070391326,87.33087626419527,650499,39426.76496791223,Non-renewable,Residential,8213.687606535254
City B,2017,7,31.934747682639163,75.83458515306504,857766,51989.22439460507,Renewable,Industrial,10054.954739431545
City B,2020,12,-3.4654740978398255,73.34574975650645,925966,56122.82855204669,Renewable,Industrial,9332.435054201096
City D,2019,7,3.135661579534169,32.37200496036909,110799,6715.530895020142,Non-renewable,Commercial,-392.47822109423396
City D,2022,10,3.692359257769514,24.418223888974858,903527,54762.800052210434,Renewable,Commercial,10301.742875791579
City D,2023,9,-8.647375950910067,60.79990916474173,101202,6133.856421428248,Non-renewable,Residential,1039.7258318087845
City A,2017,7,-8.36770443895042,25.731333229722892,55479,3362.5839450249773,Non-renewable,Residential,1781.0622245735947
City E,2017,1,32.875677218731084,49.121433274106906,798881,48420.20268183455,Non-renewable,Commercial,8261.74187844162
City B,2017,12,15.69916740438143,22.088987868927088,456254,27653.56937315788,Non-renewable,Residential,4783.777243603129
City E,2020,8,3.7991744642878036,34.14471813038809,983264,59595.66214461398,Renewable,Industrial,10461.690517111416
City C,2015,8,7.040359731796304,28.829429495138186,312334,18930.573620386655,Non-renewable,Commercial,5335.02080896722
City B,2021,4,22.16793179802609,84.07880031806998,166235,10075.508608684855,Renewable,Industrial,1509.279395808258
City C,2015,8,6.493274159957917,47.69009220529229,232688,14103.227040861802,Non-renewable,Commercial,2224.295871762704
City C,2019,4,0.2492181391979713,26.30772146175973,773568,46885.98095108206,Renewable,Commercial,7370.486029105456
City D,2022,8,-5.417319628009027,41.23841636317434,708602,42948.389635944935,Renewable,Residential,6650.626336426602
City A,2018,5,22.801985527311672,74.62464688559274,37953,2300.3325306067695,Non-renewable,Industrial,923.7522143221713
City E,2019,4,-1.8745742496148878,79.65082177378844,750949,45515.04264555168,Renewable,Industrial,9051.424706650052
City C,2018,6,-6.865827853316609,29.589210387961707,44799,2715.268807173416,Renewable,Industrial,157.67341285901392
City D,2018,2,9.212950047341465,82.28531519471468,279432,16936.382359563428,Renewable,Industrial,5196.519833145616
City A,2022,12,-8.21930671848908,49.64473265736625,425689,25801.023756263407,Non-renewable,Residential,5765.386801910763
City B,2016,2,33.424912625429904,74.35061351480027,425807,25808.175739996223,Renewable,Industrial,4882.513878448212
City C,2015,2,18.22818354086779,73.72062314375553,503204,30499.21035837612,Renewable,Residential,4881.174264522589
City D,2017,9,-3.128643529904764,83.48741768621115,688751,41745.21989797758,Non-renewable,Commercial,8056.663006755029
City D,2023,10,-2.239566109819263,75.7746224247237,14877,901.6954406196324,Non-renewable,Industrial,1993.508670209199
City D,2018,3,15.642281612278044,23.10946853380002,602415,36512.39220682099,Renewable,Residential,7370.38385817274
City B,2019,10,6.045459080200711,61.55848887116386,630341,38204.987950233226,Non-renewable,Commercial,6024.319004605065
City A,2016,4,24.84200348844712,33.294493877677745,918677,55681.04203146616,Non-renewable,Industrial,9506.159542172647
City E,2018,10,14.561291852851248,97.59716299941522,234111,14189.475115877043,Non-renewable,Industrial,1537.417612170476
City E,2016,12,9.500024398622358,40.46676308088783,237321,14384.033317422316,Renewable,Residential,1367.6364363786
City C,2016,8,33.33411116293722,53.608588101537855,879914,53331.615375235815,Non-renewable,Commercial,10415.36484262354
City A,2018,4,7.582807529436007,35.736172141874995,581838,35265.219585887324,Non-renewable,Commercial,6700.340073171972
City C,2020,11,8.02749157088046,30.767130705437058,226378,13720.777741251002,Non-renewable,Commercial,4161.548162199577
City E,2021,10,19.95975894773551,68.07436804829682,897796,54415.44396091574,Renewable,Commercial,8394.93722830881
City B,2017,10,26.42653628549757,59.45437189932165,670854,40660.48216182314,Non-renewable,Industrial,8667.335532113977
City A,2017,7,18.179674588634537,49.972778728243306,529366,32084.890005985908,Renewable,Commercial,7065.284983768818
City A,2020,5,21.43745999244928,26.833521772122026,606962,36787.986020660974,Non-renewable,Residential,8534.233605357305
City C,2017,9,6.781920585497502,78.87674917348544,88041,5336.1677950926305,Renewable,Residential,2221.863010342352
City C,2016,4,11.577357641521687,20.468503831873512,892957,54122.15201783862,Non-renewable,Industrial,6635.824527044639
City B,2022,3,-1.1334211089416506,56.61292706634547,538265,32624.25867749724,Non-renewable,Residential,6243.708261973346
City A,2019,2,20.611092081433558,70.60575846362673,908981,55093.36716474249,Renewable,Industrial,7847.726817742317
City E,2015,1,-0.034662680798074774,54.45686684874775,824025,49944.18131724088,Renewable,Commercial,6377.642184870507
City E,2017,11,-9.943444207278496,30.096718712895534,992258,60140.78876913055,Non-renewable,Industrial,10310.094317331997
City D,2022,6,32.0192953913038,82.2599908948028,207337,12566.702128907222,Non-renewable,Commercial,3616.6873563484264
City E,2018,10,3.7706858546549213,45.915516184289736,138795,8412.369340646763,Non-renewable,Residential,-46.64803756008928
City D,2021,2,-1.151558089029896,30.780444094554646,801205,48561.06039535206,Renewable,Industrial,6022.073729330178
City D,2016,8,2.0666028934599154,64.0212651797123,709870,43025.243156056895,Non-renewable,Commercial,7052.5319680593875
City C,2021,6,4.870146392839141,21.53372460512122,203373,12326.44396350988,Non-renewable,Industrial,2725.937930597648
City E,2019,12,11.354589190167815,45.92509525959556,431788,26170.684339199426,Non-renewable,Commercial,4671.933421977171
City D,2019,12,-6.879174804163152,80.05138956747209,215675,13072.068572671857,Renewable,Industrial,2161.480927752336
City E,2020,5,-7.62970797075471,93.01690634913396,731545,44338.965591724744,Non-renewable,Industrial,6542.072765970403
City E,2023,2,3.180984449213268,67.33819675523904,876082,53099.35773401417,Renewable,Industrial,8842.250326184452
City E,2020,7,3.3094759038693127,37.40892683178255,436975,26485.068573285196,Renewable,Industrial,5616.2019837778125
City B,2022,2,-4.705919748359422,37.60001205713172,19539,1184.259408097533,Non-renewable,Commercial,522.1932633385021
City D,2021,5,8.215621744424041,68.30973313699178,307737,18651.949304964968,Renewable,Commercial,3848.5426065712436
City E,2023,2,2.781290069125202,52.540936547098376,705382,42753.22533408332,Renewable,Industrial,9164.269402391461
City C,2018,11,-8.827500124221846,34.181143902072286,889878,53935.533730437404,Non-renewable,Industrial,11020.595457531446
City B,2016,10,29.857435118949986,82.99176317389764,654402,39663.325921379896,Non-renewable,Residential,9187.25498900871
City D,2021,11,29.87085581196157,36.01944292009844,885103,53646.120829384854,Non-renewable,Commercial,12053.825500341523
City A,2020,11,-0.5867986188936687,45.73126677187189,130049,7882.274003975437,Renewable,Commercial,673.4224901369554
City D,2015,2,-2.670749732604346,24.91435510224834,852197,51651.68712843509,Renewable,Commercial,7478.219356488148
City B,2023,7,14.628174395614177,76.10976904821297,767979,46547.2314842794,Renewable,Commercial,8798.562535672423
City C,2023,9,18.383907634164387,42.022234208171774,169123,10250.550380043967,Non-renewable,Residential,1832.6361284378945
City B,2016,5,33.089415085118276,38.62935698786729,626070,37946.122505124236,Renewable,Industrial,6859.431440706571
City E,2017,7,6.980680548791565,44.26866288178027,480519,29124.27179075789,Non-renewable,Industrial,3072.571060700394
City B,2019,4,17.81901542890513,89.93044263781664,973234,58987.74352732455,Non-renewable,Industrial,10747.352991509975
City A,2019,2,29.51814706119393,61.44148563782646,361128,21887.979503938066,Renewable,Residential,3823.9578509332005
City A,2015,3,10.247920360138249,32.63077838937573,443458,26878.003408368688,Renewable,Residential,4343.241882141192
City E,2022,2,-4.494441197920328,81.95847098277429,479119,29039.417746470233,Renewable,Industrial,5040.189973031926
City E,2022,5,6.98512786234884,36.67625965035882,726519,44034.33957273205,Non-renewable,Residential,5966.638999870914
City A,2018,6,-3.854488298351482,52.998091855165875,562600,34099.20379731164,Renewable,Residential,5269.954282100196
City C,2021,7,-9.251224110912236,65.44606553982894,274730,16651.39399082017,Non-renewable,Residential,4477.56821602697
City B,2017,3,23.81988753570618,66.75543317837679,874265,52989.22930653512,Renewable,Residential,9699.99488877658
City A,2020,4,0.7290665222909993,25.52256932058171,916449,55546.002880985514,Non-renewable,Industrial,10801.111686545408
City E,2023,8,-9.909682937246169,86.94435933624342,351607,21310.91139275036,Renewable,Residential,2688.2530059936
City E,2015,4,29.259456089081525,58.35446079502897,983580,59614.81491461034,Renewable,Industrial,10732.40655268052
City C,2019,7,9.970497732090767,99.14085597743141,460615,27917.889721113934,Non-renewable,Commercial,4156.339026578509
City D,2018,12,0.7486945834951335,77.39539263580738,377635,22888.469296121188,Renewable,Residential,6317.876867068695
City E,2022,6,1.8255487559938661,99.40551234271345,416347,25234.804840738194,Renewable,Commercial,3585.98910601401
City C,2015,7,0.8242051987272614,56.27801984520876,252923,15329.671030976628,Non-renewable,Commercial,3853.1250304717523
City A,2023,1,-1.2449727464827607,31.262512579254242,20020,1213.4128333135068,Renewable,Residential,-59.87118453588562
City D,2020,3,27.85518010584334,78.18475016237176,472987,28667.75703249029,Renewable,Industrial,6600.715370308305
City A,2018,6,-2.335076453355871,82.2208225986493,103170,6253.136963684041,Non-renewable,Industrial,88.42686231635776
City C,2023,3,15.283460774572937,88.22682143059966,326667,19799.29720379737,Renewable,Industrial,3369.463941990858
City A,2019,7,-6.52058898975157,44.115922048504856,866475,52517.07716010594,Renewable,Residential,9514.38000764954
City B,2019,9,32.72846192803701,60.854718729226164,592765,35927.505401552495,Non-renewable,Residential,6514.2455147897
City C,2019,3,17.14912570006648,88.60044586883184,252137,15282.031546112272,Renewable,Industrial,3325.696290873243
City D,2015,1,30.641863004103193,89.17889892895192,360564,21853.79544609647,Renewable,Industrial,3965.92017434543
City E,2015,10,7.904500076397284,22.05470744449127,731604,44342.54158359115,Non-renewable,Commercial,7354.513642595868
City A,2022,6,26.48024255430851,73.67334272427932,619622,37555.309021147936,Renewable,Commercial,6620.122828694341
City C,2022,12,28.414451575219005,68.13498796566255,730427,44271.20357635788,Renewable,Residential,7222.694319442614
City A,2020,1,21.632718103040144,26.667022188896468,199173,12071.881830646907,Renewable,Industrial,4382.455449926289
City C,2018,1,-5.8173640095832155,94.41088636095677,954286,57839.304647922734,Non-renewable,Industrial,11656.942070349203
City C,2016,8,-9.27639611173423,55.62978350740564,640206,38802.905912303046,Renewable,Residential,8068.560077894483
City D,2016,9,-2.414814757470019,73.94061681019242,297048,18004.088676828702,Renewable,Industrial,4054.917284047253
City A,2023,2,-4.685645936499471,90.62382364024926,613361,37175.829613087204,Non-renewable,Residential,7595.047682237213
City A,2019,9,22.631194888992965,30.4096856691108,761363,46146.235514988584,Non-renewable,Commercial,7362.2392158059665
City C,2018,5,15.065306931020423,88.46745148037871,221312,13413.727320992948,Renewable,Industrial,1748.8601727030218
City B,2015,8,13.66778890455226,77.94445037849255,988606,59919.44093360304,Renewable,Industrial,11764.963797333428
City E,2021,7,1.3790285147663237,87.16738575657276,751101,45524.25537036006,Non-renewable,Residential,8502.820561137029
City E,2017,7,-3.042660846833126,59.58685641390964,496357,30084.21347177784,Non-renewable,Residential,6566.491779544255
City B,2020,4,-0.7053413603996859,22.678788283019564,958007,58064.834575633,Non-renewable,Residential,10205.665880936436
City D,2019,2,8.012465333651605,73.64126749685056,780521,47307.402501033546,Renewable,Residential,7594.022962885504
City B,2019,5,23.30644430424288,49.96259427361397,474461,28757.09621911887,Non-renewable,Commercial,4120.448195605148
City B,2019,11,1.453247744141148,52.1932667490307,87644,5312.1056125339155,Renewable,Residential,1766.084900097118
City D,2015,11,21.43758505664241,55.30097612051045,492688,29861.83526571254,Renewable,Industrial,6319.421387674468
City C,2015,3,12.118031918217955,59.43277086254541,651795,39505.31556890995,Renewable,Industrial,7590.170624419579
City A,2017,9,29.844838182985683,72.95473860527494,451416,27360.338040112387,Non-renewable,Industrial,4261.040187295404
City E,2018,6,0.4811552400065029,78.14205410014995,854359,51782.72601682789,Non-renewable,Industrial,9272.332990958685
City E,2019,1,10.2885507177924,82.14738290893003,519884,31510.185686031928,Non-renewable,Commercial,6072.624932767286
City E,2016,3,-5.650085477544802,73.72849528811773,57050,3457.8023047220563,Non-renewable,Commercial,266.45657917229653
City B,2022,12,5.08189141800443,84.27835359365949,39232,2377.8527610667084,Renewable,Commercial,2265.435073590007
City C,2016,4,12.809619981449135,29.77193663124809,489635,29676.792839133814,Renewable,Residential,5111.703428010238
City C,2023,9,22.97330964511066,86.94541329582717,347800,21080.169002319566,Non-renewable,Industrial,5743.089005151787
City B,2016,11,-1.0865295973615705,50.98232697275681,855453,51849.033391435536,Renewable,Industrial,9298.770055373792
City D,2023,6,-0.18585422170903598,62.30213406111842,310058,18792.625188387578,Non-renewable,Commercial,3336.9268893934736
City D,2021,4,18.42100282344722,54.70235203959088,331000,20061.92047086767,Renewable,Residential,3974.179013471289
City C,2022,1,7.210600255444021,58.05737635265643,116290,7048.340578722663,Renewable,Commercial,-488.0196356721799
City B,2016,8,11.694269025455654,42.83421480995787,576086,34916.59068392832,Non-renewable,Industrial,6179.948097520793
City E,2021,11,27.626069095043327,33.596072863973816,184858,11204.249227805607,Renewable,Industrial,29.660152684057266
City A,2020,2,12.458748547903632,28.391578643461752,43382,2629.38439234798,Renewable,Commercial,241.55209300753364
City C,2018,11,19.3624721274127,56.1119071254454,28473,1725.749430716058,Renewable,Industrial,1224.1436389505543
City E,2021,11,19.554876874698753,30.020879724155094,168993,10242.671075931541,Non-renewable,Commercial,1710.3156950038288
City C,2018,8,26.162537433020823,39.599077803835236,388595,23552.75524283028,Renewable,Commercial,5948.942981258708
City A,2016,6,18.71627698209609,30.68927085009321,765123,46374.12923393258,Renewable,Commercial,8116.72136530668
City D,2021,8,-7.083557845576188,28.72969852602319,428211,25953.88225604446,Renewable,Commercial,5107.606961020396
City C,2022,6,5.397784220907807,90.5968918278201,508223,30803.41210714737,Non-renewable,Industrial,5569.203010792012
City B,2016,5,34.51922825791445,73.92207624069474,418666,25375.359504097534,Renewable,Residential,5369.782153945654
City D,2019,5,-1.157037003643655,93.90072894951342,497330,30143.18703255776,Non-renewable,Industrial,5230.973376987507
City D,2015,10,16.402808528660987,71.52097265863289,447518,27124.080136802895,Non-renewable,Commercial,5726.425213332502
City E,2021,10,27.932328794476767,87.51608192270778,471889,28601.207217756117,Renewable,Industrial,6709.310046415341
City B,2022,11,16.39513523363093,64.42388714157119,545053,33035.67957222911,Renewable,Residential,6172.320870428854
City C,2020,8,6.7521616157004765,57.01040405401799,883766,53565.08521709014,Renewable,Industrial,10702.705813687906
City C,2019,7,-6.3897146777032425,62.278192080271765,210878,12781.322250923362,Renewable,Commercial,2174.5065976996902
City B,2020,8,6.274920614124273,45.618039558141994,71314,4322.343795950022,Renewable,Residential,2377.914641145757
City D,2016,12,-1.80696197915697,72.6377912795033,444606,26947.583724684566,Renewable,Industrial,5674.983641770783
City C,2015,8,33.2388267326891,91.7739921336544,680993,41275.00727256069,Non-renewable,Residential,7487.685096667384
City C,2021,7,22.176432870122888,82.58827571902322,844552,51188.32343659285,Renewable,Industrial,9910.761880134103
City C,2021,2,23.722241946193805,56.96000085898283,307579,18642.37291996679,Renewable,Residential,4370.201684049603
City A,2016,11,9.618616970017015,96.31352686615847,84843,5142.336913926966,Non-renewable,Commercial,2391.656604268276
City B,2016,9,-5.0515827340732224,98.83384752944878,632188,38316.9346786613,Renewable,Commercial,4759.762497386412
City A,2015,7,2.002241877529446,59.44804877841602,536645,32526.070426250095,Renewable,Residential,4666.706022679549
City A,2022,12,1.6869996829848564,89.1711873050225,597377,36207.03886744869,Non-renewable,Industrial,6240.234102225905
City E,2022,11,11.905070786069466,20.38162049424999,33820,2049.8312698632767,Non-renewable,Commercial,861.4624457821583
City C,2015,6,10.74409040120107,25.332447339733875,811919,49210.43627427918,Renewable,Industrial,9048.727242724171
City A,2022,9,9.503369781732815,21.791152714302235,84507,5121.971943297928,Non-renewable,Residential,667.9247927189368
